COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL
27,3858.46,4082.56,4204.1,4404.62,4565.64,4689.74,4492.31,4437.44,4155.9,4509.74,4876.41,4496.92,4370.77,4622.56,1701,1692,6.705,0,0,0,0
28,3853.33,4076.92,4196.92,4408.21,4570.77,4690.26,4497.95,4423.08,4132.31,4497.44,4870.26,4488.21,4365.64,4616.92,1701,1690,6.712,0,0,0,0
29,3860.51,4092.82,4207.18,4419.49,4592.31,4690.77,4514.87,4440.51,4151.79,4509.23,4878.46,4498.97,4374.87,4623.59,1700,1691,6.72,0,0,0,0
30,3865.13,4101.03,4214.87,4416.41,4577.44,4693.85,4529.23,4459.49,4174.87,4522.05,4886.67,4512.82,4383.59,4626.67,1701,1691,6.729,0,0,0,0
31,3854.87,4084.62,4202.56,4404.62,4559.49,4695.9,4517.95,4448.21,4159.49,4507.69,4881.03,4503.08,4376.41,4616.92,1700,1691,6.736,0,0,0,0
32,3848.72,4079.49,4194.87,4406.15,4582.05,4690.26,4501.03,4436.41,4144.62,4490.77,4869.74,4489.23,4369.74,4608.72,1700,1691,6.743,0,0,0,0
33,3857.95,4088.72,4205.13,4411.79,4583.08,4683.08,4503.08,4445.13,4160,4498.46,4869.74,4497.44,4377.44,4613.85,1700,1692,6.752,0,0,0,0
34,3860.51,4086.67,4208.21,4410.77,4550.77,4688.72,4507.18,4451.79,4168.21,4512.31,4876.92,4509.74,4383.08,4621.03,1701,1692,6.759,0,0,0,0
35,3854.87,4081.54,4201.54,4409.23,4547.69,4698.46,4494.87,4441.03,4154.36,4509.74,4881.03,4506.15,4384.1,4621.54,1700,1692,6.767,0,0,0,0
36,3857.44,4087.69,4202.05,4408.72,4580.51,4686.67,4485.13,4433.33,4153.85,4511.28,4889.23,4505.13,4391.28,4624.1,1701,1691,6.774,0,0,0,0
37,3867.69,4097.44,4213.85,4410.77,4588.21,4676.92,4497.95,4446.15,4170.26,4525.64,4900,4522.05,4401.03,4633.85,1700,1693,6.783,0,0,0,0
38,3872.31,4096.92,4220.51,4412.31,4556.92,4696.92,4506.67,4454.87,4170.26,4525.13,4899.49,4528.72,4403.08,4637.95,1701,1692,6.791,0,0,0,0
39,3864.62,4090.26,4209.74,4410.77,4567.18,4704.1,4488.72,4438.46,4152.82,4511.79,4893.33,4513.85,4397.95,4629.74,1701,1694,6.799,0,0,0,0
40,3859.49,4090.77,4202.05,4409.23,4606.67,4680,4475.38,4431.28,4148.72,4506.67,4890.26,4504.1,4394.87,4625.13,1701,1693,6.806,0,0,0,0
41,3862.05,4088.72,4201.54,4407.18,4577.95,4674.36,4486.67,4445.64,4154.87,4509.23,4890.77,4507.69,4395.9,4628.72,1700,1693,6.814,0,0,0,0
42,3862.56,4077.95,4200.51,4402.05,4527.18,4690.26,4495.9,4448.72,4154.36,4514.87,4889.74,4510.26,4396.92,4631.28,1700,1692,6.821,0,0,0,0
43,3864.62,4076.41,4203.59,4400,4544.62,4685.64,4486.67,4442.05,4153.85,4526.67,4893.85,4507.18,4400,4634.87,1698,1692,6.829,0,0,0,0
44,3863.59,4080.51,4202.05,4399.49,4570.77,4665.64,4477.44,4443.59,4154.36,4524.1,4896.92,4504.62,4398.97,4632.31,1699,1691,6.837,0,0,0,0
45,3856.92,4077.44,4192.31,4397.95,4558.46,4657.95,4475.9,4447.18,4153.33,4506.67,4886.15,4505.13,4388.72,4626.67,1697,1689,6.845,0,0,0,0
46,3856.41,4074.87,4193.85,4396.92,4544.62,4666.67,4476.41,4443.59,4155.38,4507.18,4879.49,4506.67,4382.56,4627.18,1699,1690,6.854,0,0,0,0
47,3851.79,4071.79,4195.9,4390.77,4538.46,4671.28,4476.92,4434.36,4150.26,4511.79,4878.97,4496.92,4380.51,4622.56,1699,1689,6.86,0,0,0,0
48,3840.51,4063.59,4186.15,4384.1,4546.67,4664.1,4476.41,4427.18,4139.49,4494.87,4867.18,4483.59,4373.85,4606.67,1698,1691,6.868,0,0,0,0
49,3838.97,4060.51,4185.13,4386.15,4558.97,4661.54,4474.87,4422.05,4135.9,4482.05,4856.92,4483.59,4371.28,4602.56,1700,1691,6.877,0,0,0,0
50,3845.13,4063.08,4191.79,4388.21,4542.56,4668.21,4475.9,4419.49,4137.44,4489.74,4867.18,4490.26,4377.44,4613.85,1699,1692,6.885,0,0,0,0
51,3849.74,4066.15,4196.92,4388.21,4531.79,4668.72,4475.38,4423.08,4140,4495.9,4880,4496.92,4382.56,4614.87,1700,1692,6.893,0,0,0,0
52,3851.28,4069.74,4196.92,4385.13,4551.28,4660,4470.77,4430.77,4140,4491.28,4874.87,4501.03,4381.03,4607.18,1700,1692,6.9,0,0,0,0
53,3849.23,4066.67,4190.77,4383.59,4552.31,4652.31,4467.69,4427.69,4136.92,4488.72,4862.56,4493.33,4374.36,4603.59,1701,1691,6.907,0,0,0,0
54,3847.18,4066.15,4189.74,4385.64,4541.54,4657.44,4469.74,4418.46,4135.38,4487.18,4858.97,4487.69,4373.85,4600.51,1699,1692,6.916,0,0,0,0
55,3848.72,4073.33,4195.9,4384.62,4549.23,4673.85,4472.31,4419.49,4137.44,4489.74,4864.62,4492.31,4379.49,4599.49,1701,1692,6.923,0,0,0,0
56,3852.82,4075.38,4198.46,4385.64,4555.38,4681.54,4474.87,4428.72,4141.03,4502.56,4874.87,4496.41,4385.13,4603.59,1700,1692,6.931,0,0,0,0
57,3851.79,4073.33,4194.36,4388.21,4566.15,4669.23,4476.92,4432.82,4144.1,4510.77,4876.92,4494.36,4385.13,4601.54,1701,1694,6.939,0,0,0,0
58,3846.15,4069.23,4190.77,4384.62,4584.62,4654.87,4475.38,4427.18,4144.62,4492.82,4860.51,4486.67,4377.44,4588.21,1700,1692,6.946,0,0,0,0
59,3844.62,4067.18,4188.72,4378.46,4564.62,4667.18,4475.38,4421.03,4137.44,4477.95,4845.64,4476.92,4371.28,4582.05,1700,1693,6.954,0,0,0,0
60,3844.62,4067.69,4186.67,4380,4543.08,4684.1,4476.92,4417.44,4125.13,4478.46,4840.51,4474.36,4368.21,4581.03,1702,1692,6.962,0,0,0,0
61,3838.97,4069.23,4187.69,4382.56,4580,4669.74,4474.36,4414.87,4116.92,4467.18,4837.95,4475.9,4361.54,4574.36,1700,1693,6.971,0,0,0,0
62,3832.31,4066.15,4187.18,4375.9,4587.18,4660,4471.28,4413.85,4119.49,4460,4837.95,4472.82,4362.05,4570.77,1702,1693,6.978,0,0,0,0
63,3841.03,4065.64,4187.69,4374.36,4535.9,4672.31,4473.33,4413.33,4123.08,4475.9,4845.64,4474.87,4375.9,4578.46,1702,1693,6.987,0,0,0,0
64,3850.77,4073.85,4189.74,4383.08,4528.72,4671.28,4475.38,4415.9,4121.54,4482.05,4855.38,4485.64,4385.64,4586.67,1701,1692,6.994,0,0,0,0
65,3852.82,4081.03,4196.41,4389.74,4579.49,4660,4468.72,4416.92,4125.64,4473.33,4857.95,4489.23,4385.13,4587.18,1701,1692,7.001,0,0,0,0
66,3857.95,4085.13,4204.62,4390.26,4598.46,4668.21,4465.13,4417.44,4135.38,4481.54,4857.44,4490.77,4390.26,4591.28,1701,1693,7.009,0,0,0,0
67,3857.95,4083.59,4205.64,4386.15,4555.9,4678.97,4472.31,4426.67,4142.56,4496.92,4862.05,4495.9,4397.44,4598.46,1700,1692,7.017,0,0,0,0
68,3855.38,4082.05,4202.05,4385.64,4530.77,4671.28,4471.28,4430.77,4140,4494.87,4871.28,4497.44,4401.54,4600,1700,1693,7.025,0,0,0,0
69,3864.62,4088.72,4204.62,4391.28,4564.62,4663.59,4459.49,4420.51,4130.26,4489.23,4875.9,4501.03,4410.26,4608.72,1701,1692,7.033,0,0,0,0
70,3871.79,4092.31,4210.77,4392.31,4582.05,4664.1,4457.95,4415.38,4134.36,4491.79,4876.41,4508.21,4413.33,4617.95,1700,1692,7.04,0,0,0,0
71,3865.13,4089.23,4208.72,4387.69,4555.38,4665.64,4462.05,4418.97,4142.05,4494.36,4873.85,4507.69,4404.1,4613.85,1701,1691,7.048,0,0,0,0
72,3862.05,4089.23,4203.59,4388.72,4549.23,4665.64,4457.95,4412.82,4128.72,4494.87,4872.31,4503.08,4405.13,4608.72,1701,1692,7.056,0,0,0,0
73,3861.03,4084.1,4200,4390.26,4565.13,4673.85,4456.41,4404.62,4109.74,4493.85,4876.92,4501.54,4413.85,4608.72,1702,1693,7.065,0,0,0,0
74,3854.87,4074.36,4195.9,4386.67,4563.08,4680,4468.21,4416.92,4117.44,4486.67,4875.38,4501.03,4409.23,4606.15,1700,1693,7.072,0,0,0,0
75,3856.41,4082.56,4198.46,4389.74,4553.85,4662.56,4471.79,4432.82,4136.41,4487.69,4871.28,4505.13,4405.13,4611.28,1701,1693,7.079,0,0,0,0
76,3861.03,4092.31,4203.59,4392.31,4545.13,4652.31,4463.59,4429.23,4138.97,4495.38,4873.33,4508.72,4411.28,4618.97,1701,1692,7.087,0,0,0,0
77,3857.95,4082.05,4199.49,4388.72,4545.13,4666.15,4465.13,4422.05,4135.38,4493.33,4872.31,4503.08,4410.77,4613.33,1700,1691,7.095,0,0,0,0
78,3858.46,4077.95,4197.44,4390.77,4569.74,4668.72,4473.33,4427.69,4137.95,4494.87,4874.36,4502.56,4410.26,4612.82,1700,1690,7.103,0,0,0,0
79,3866.67,4089.23,4206.15,4395.38,4578.46,4660.51,4474.87,4432.82,4142.05,4507.18,4887.69,4507.69,4421.54,4625.13,1700,1690,7.111,0,0,0,0
80,3866.15,4092.82,4207.69,4391.28,4550.77,4667.69,4470.26,4431.28,4140.51,4511.79,4890.26,4507.18,4424.1,4626.15,1701,1689,7.118,0,0,0,0
81,3865.64,4086.67,4202.56,4389.74,4547.18,4674.87,4466.15,4429.74,4134.87,4503.08,4876.41,4501.54,4415.9,4620.51,1699,1691,7.126,0,0,0,0
82,3867.69,4084.1,4203.08,4391.79,4575.9,4664.1,4461.03,4428.72,4133.33,4492.82,4868.72,4500.51,4411.28,4617.95,1701,1689,7.134,0,0,0,0
83,3862.05,4081.54,4204.62,4388.21,4561.54,4654.87,4457.95,4427.69,4133.85,4488.72,4870.26,4498.97,4407.69,4613.33,1700,1690,7.142,0,0,0,0
84,3857.95,4080.51,4203.08,4387.69,4534.87,4657.44,4460,4429.23,4141.54,4498.97,4873.33,4497.44,4406.67,4610.26,1701,1690,7.151,0,0,0,0
85,3857.44,4085.64,4198.46,4390.77,4552.82,4662.05,4459.49,4428.21,4143.08,4509.74,4879.49,4499.49,4412.82,4612.31,1700,1690,7.158,0,0,0,0
86,3858.97,4089.74,4198.46,4389.74,4559.49,4669.23,4465.13,4426.15,4131.28,4501.54,4876.41,4502.56,4413.33,4613.85,1700,1692,7.166,0,0,0,0
87,3862.05,4091.28,4206.67,4389.23,4558.46,4662.05,4471.79,4426.15,4124.1,4485.64,4864.1,4503.08,4404.1,4611.79,1700,1690,7.173,0,0,0,0
88,3862.56,4093.33,4210.77,4391.79,4581.54,4647.18,4471.28,4428.72,4130.26,4488.21,4866.15,4502.56,4405.13,4612.82,1700,1691,7.181,0,0,0,0
89,3863.08,4096.41,4211.28,4393.85,4568.21,4654.36,4471.28,4430.77,4138.46,4502.56,4877.95,4508.72,4414.87,4617.44,1700,1690,7.189,0,0,0,0
90,3863.08,4094.87,4210.77,4391.79,4534.36,4663.59,4476.92,4431.28,4140,4502.56,4878.46,4510.77,4414.36,4617.44,1700,1691,7.197,0,0,0,0
91,3861.03,4090.77,4205.64,4387.69,4544.1,4652.82,4471.28,4427.69,4136.41,4487.69,4866.15,4500.51,4402.56,4607.18,1700,1691,7.205,0,0,0,0
92,3861.03,4091.79,4202.56,4388.21,4566.67,4646.67,4459.49,4424.1,4134.36,4481.54,4858.46,4494.36,4392.82,4600,1700,1690,7.211,0,0,0,0
93,3862.05,4095.9,4204.62,4390.26,4574.36,4657.44,4464.62,4426.15,4145.13,4489.74,4860.51,4502.56,4396.92,4604.62,1700,1689,7.22,0,0,0,0
94,3862.56,4097.44,4205.13,4391.79,4561.03,4666.67,4469.23,4430.77,4153.85,4497.95,4866.67,4510.77,4407.18,4614.36,1700,1690,7.227,0,0,0,0
95,3859.49,4091.28,4203.59,4391.28,4543.59,4664.62,4458.46,4422.05,4135.38,4488.21,4864.62,4504.62,4401.03,4609.74,1700,1690,7.236,0,0,0,0
96,3856.92,4092.31,4203.59,4393.33,4575.9,4653.85,4452.82,4414.87,4118.97,4473.33,4854.36,4501.03,4389.23,4602.05,1699,1691,7.244,0,0,0,0
97,3861.03,4100.51,4208.21,4396.41,4595.38,4650.77,4462.56,4426.15,4131.79,4480.51,4858.46,4507.18,4393.33,4609.74,1700,1691,7.251,0,0,0,0
98,3861.03,4094.36,4208.72,4392.31,4542.05,4666.15,4466.67,4431.79,4141.03,4495.38,4872.82,4508.21,4401.03,4619.49,1700,1691,7.259,0,0,0,0
99,3858.97,4088.72,4205.13,4388.72,4523.59,4677.95,4462.05,4422.05,4134.87,4492.82,4873.85,4508.72,4398.97,4616.92,1699,1690,7.267,0,0,0,0
100,3865.13,4100.51,4205.13,4390.77,4583.08,4670.77,4465.13,4425.13,4141.03,4488.21,4866.15,4512.82,4398.97,4614.36,1699,1692,7.275,0,0,0,0
101,3873.33,4108.72,4209.74,4392.82,4596.92,4662.56,4472.82,4437.44,4155.9,4500.51,4873.33,4515.9,4406.67,4620,1701,1691,7.283,0,0,0,0
102,3866.15,4096.41,4208.72,4392.31,4547.18,4670.26,4475.38,4433.85,4158.97,4505.64,4877.95,4511.28,4403.08,4614.87,1699,1691,7.291,0,0,0,0
103,3851.28,4083.08,4196.41,4389.74,4541.03,4673.33,4468.21,4425.13,4152.82,4490.77,4858.97,4498.46,4387.18,4600,1700,1692,7.298,0,0,0,0
104,3853.33,4084.62,4192.31,4388.72,4561.54,4665.13,4464.62,4426.15,4149.74,4488.21,4852.31,4495.9,4383.08,4598.97,1700,1691,7.306,0,0,0,0
105,3864.62,4091.79,4201.03,4389.74,4548.72,4664.1,4470.26,4429.23,4153.33,4505.13,4871.79,4507.18,4400.51,4612.82,1699,1692,7.314,0,0,0,0
106,3866.67,4093.33,4205.13,4389.74,4538.97,4669.74,4473.33,4427.69,4154.36,4513.85,4883.08,4512.31,4412.82,4618.97,1700,1691,7.322,0,0,0,0
107,3865.64,4093.85,4204.1,4389.74,4550.26,4670.77,4470.26,4424.62,4150.26,4505.13,4877.95,4507.69,4410.77,4617.95,1700,1691,7.33,0,0,0,0
108,3865.64,4100,4204.62,4391.28,4569.74,4667.69,4468.72,4425.64,4148.72,4492.82,4873.85,4505.64,4409.74,4620.51,1701,1690,7.337,0,0,0,0
109,3866.67,4106.67,4206.67,4394.36,4589.23,4665.13,4473.85,4428.21,4153.33,4488.72,4871.28,4506.15,4411.28,4622.05,1700,1691,7.344,0,0,0,0
110,3868.21,4103.08,4209.74,4393.85,4571.28,4667.18,4476.92,4428.72,4155.38,4503.59,4875.38,4508.21,4413.85,4621.54,1701,1690,7.353,0,0,0,0
111,3858.97,4090.26,4204.62,4388.72,4533.85,4673.85,4470.77,4418.46,4143.59,4507.69,4873.85,4504.62,4408.72,4613.85,1701,1692,7.361,0,0,0,0
112,3851.28,4084.62,4194.87,4389.23,4542.56,4677.95,4462.56,4410.77,4137.44,4488.72,4860.51,4496.41,4400.51,4605.13,1702,1691,7.369,0,0,0,0
113,3861.54,4096.92,4201.03,4393.33,4562.05,4683.08,4467.18,4425.13,4156.92,4489.74,4864.62,4503.08,4406.67,4613.33,1700,1691,7.376,0,0,0,0
114,3873.33,4109.23,4216.41,4396.41,4559.49,4687.69,4475.9,4437.95,4168.21,4505.13,4878.97,4511.79,4416.41,4626.15,1701,1691,7.384,0,0,0,0
115,3871.79,4108.72,4216.41,4402.56,4570.26,4678.97,4472.31,4430.26,4152.31,4505.64,4877.44,4511.28,4418.97,4629.74,1701,1690,7.392,0,0,0,0
116,3870.77,4106.15,4212.31,4404.1,4568.72,4675.38,4468.21,4426.15,4147.18,4503.59,4877.95,4516.41,4423.59,4630.26,1700,1691,7.4,0,0,0,0
117,3872.82,4100.51,4213.33,4395.38,4531.79,4684.1,4469.23,4431.79,4156.92,4498.97,4878.97,4518.97,4422.56,4626.15,1700,1690,7.408,0,0,0,0
118,3863.08,4093.33,4206.67,4388.21,4529.74,4680.51,4462.56,4421.03,4154.87,4481.03,4863.59,4505.64,4409.74,4613.85,1699,1692,7.416,0,0,0,0
119,3855.9,4100.51,4202.56,4393.85,4580,4670.77,4460.51,4413.85,4149.74,4482.05,4861.03,4502.56,4409.74,4610.26,1700,1691,7.422,0,0,0,0
120,3865.13,4111.28,4211.28,4398.46,4590.77,4672.31,4469.74,4425.64,4150.77,4505.64,4881.54,4520.51,4429.74,4624.1,1699,1692,7.43,0,0,0,0
121,3873.33,4105.13,4217.95,4393.85,4536.41,4685.13,4476.41,4434.87,4159.49,4516.41,4895.38,4529.23,4443.59,4635.38,1699,1691,7.438,0,0,0,0
122,3866.15,4092.31,4212.31,4391.28,4521.03,4686.15,4475.38,4429.23,4167.18,4506.67,4887.18,4519.49,4434.87,4629.23,1698,1691,7.446,0,0,0,0
123,3853.33,4092.31,4201.54,4393.85,4572.82,4670.26,4471.28,4423.08,4158.46,4492.82,4870.26,4506.67,4415.9,4614.36,1700,1691,7.455,0,0,0,0
124,3852.82,4090.77,4196.92,4392.82,4571.79,4666.15,4471.79,4422.05,4143.59,4489.74,4867.18,4502.56,4410.26,4612.31,1699,1691,7.463,0,0,0,0
125,3856.41,4079.49,4195.38,4385.64,4522.05,4667.69,4473.85,4422.05,4144.1,4492.31,4869.74,4496.92,4410.26,4615.9,1699,1692,7.47,0,0,0,0
126,3853.85,4083.59,4193.85,4387.69,4537.95,4659.49,4471.79,4419.49,4154.36,4490.26,4862.05,4489.23,4403.08,4612.31,1699,1691,7.478,0,0,0,0
127,3853.85,4093.33,4193.33,4393.33,4567.69,4655.9,4466.67,4415.9,4152.31,4484.62,4856.92,4491.28,4403.08,4612.31,1700,1692,7.485,0,0,0,0
128,3851.79,4081.03,4187.69,4386.15,4525.13,4661.54,4464.62,4414.87,4140,4481.03,4861.54,4493.33,4406.67,4610.77,1700,1691,7.494,0,0,0,0
0,3840,4067.69,4177.44,4377.95,4500.51,4655.9,4460,4409.23,4132.31,4474.36,4852.31,4482.56,4394.36,4596.92,1699,1691,7.502,0,0,0,0
1,3834.36,4070.26,4171.79,4379.49,4556.92,4636.92,4446.67,4403.08,4134.36,4461.54,4833.33,4467.18,4379.49,4583.08,1700,1691,7.51,0,0,0,0
2,3836.92,4067.69,4170.26,4380,4566.15,4638.97,4444.62,4404.62,4135.38,4460.51,4833.85,4458.97,4381.03,4581.03,1699,1691,7.517,0,0,0,0
3,3835.9,4061.54,4171.28,4378.46,4505.64,4657.95,4455.38,4401.03,4135.38,4464.62,4844.1,4462.56,4385.64,4583.08,1699,1691,7.524,0,0,0,0
4,3834.36,4064.1,4176.92,4377.95,4489.74,4657.44,4458.97,4397.44,4136.41,4460.51,4844.62,4471.79,4386.15,4587.18,1698,1692,7.533,0,0,0,0
5,3834.36,4064.62,4179.49,4377.44,4525.13,4631.79,4454.36,4405.64,4134.36,4464.62,4840,4475.9,4389.23,4591.28,1699,1691,7.541,0,0,0,0
6,3834.87,4062.56,4180,4381.03,4539.49,4625.13,4457.95,4412.82,4135.38,4474.87,4841.54,4476.92,4389.23,4589.74,1697,1690,7.55,0,0,0,0
7,3833.33,4066.67,4179.49,4383.59,4519.49,4641.54,4463.08,4407.18,4135.38,4468.21,4846.67,4474.87,4387.69,4587.18,1698,1690,7.557,0,0,0,0
8,3829.23,4066.67,4174.36,4380.51,4509.74,4637.44,4453.85,4395.38,4122.05,4451.79,4838.46,4464.62,4385.64,4586.15,1698,1688,7.565,0,0,0,0
9,3829.74,4062.05,4173.33,4378.97,4510.77,4631.28,4447.69,4391.28,4115.9,4450.77,4831.79,4461.54,4386.15,4586.15,1697,1690,7.572,0,0,0,0
10,3834.87,4068.72,4180,4381.03,4506.67,4643.59,4456.92,4398.46,4132.82,4466.15,4848.21,4476.41,4400,4596.92,1697,1690,7.58,0,0,0,0
11,3835.9,4075.9,4185.64,4382.56,4525.64,4642.56,4462.56,4402.56,4146.15,4478.46,4862.05,4483.59,4411.79,4605.64,1697,1691,7.588,0,0,0,0
12,3825.64,4066.15,4178.97,4378.97,4546.15,4630.26,4458.46,4400,4142.56,4473.33,4847.69,4472.82,4397.44,4594.87,1697,1690,7.596,0,0,0,0
13,3820,4054.87,4171.79,4375.38,4518.46,4632.31,4460,4409.23,4150.77,4464.1,4833.33,4466.67,4381.03,4582.05,1697,1689,7.604,0,0,0,0
14,3828.21,4057.95,4178.97,4377.95,4486.15,4635.9,4464.1,4420.51,4167.18,4478.46,4843.59,4477.44,4392.82,4590.77,1697,1689,7.612,0,0,0,0
15,3832.82,4061.03,4184.62,4380,4511.28,4632.31,4460,4416.92,4164.1,4493.85,4860,4486.67,4406.67,4600.51,1697,1689,7.618,0,0,0,0
16,3825.13,4053.85,4177.95,4374.36,4526.67,4638.97,4457.44,4413.85,4151.79,4481.03,4858.97,4479.49,4397.95,4591.28,1697,1689,7.627,0,0,0,0
17,3818.97,4048.72,4171.79,4370.77,4511.79,4642.56,4458.97,4410.77,4151.79,4471.28,4847.69,4470.77,4390.26,4583.08,1698,1689,7.635,0,0,0,0
18,3823.59,4049.74,4173.85,4372.82,4507.18,4637.95,4460,4402.05,4152.82,4477.44,4843.08,4474.36,4393.85,4587.18,1701,1689,7.641,0,0,0,0
19,3827.18,4052.82,4177.95,4375.38,4497.95,4633.85,4454.36,4397.44,4144.1,4470.77,4844.62,4477.44,4393.85,4588.72,1700,1689,7.649,0,0,0,0
20,3823.08,4050.26,4177.44,4371.79,4496.41,4622.56,4446.15,4392.31,4134.87,4455.38,4844.1,4472.31,4388.21,4584.1,1701,1688,7.657,0,0,0,0
21,3820.51,4044.1,4173.33,4368.21,4506.15,4621.03,4444.1,4385.64,4134.36,4454.87,4840.51,4466.67,4385.13,4582.05,1700,1687,7.667,0,0,0,0
22,3820.51,4045.64,4173.85,4370.26,4497.95,4630.26,4445.13,4385.64,4138.46,4461.03,4832.31,4462.05,4381.54,4584.1,1701,1687,7.674,0,0,0,0
23,3821.54,4050.77,4175.9,4372.31,4483.08,4628.72,4444.1,4386.15,4135.38,4459.49,4826.15,4459.49,4383.08,4584.1,1699,1688,7.683,0,0,0,0
24,3820,4050.77,4171.28,4365.64,4484.62,4622.05,4441.54,4378.97,4124.62,4450.77,4828.21,4458.97,4384.62,4576.41,1700,1688,7.689,0,0,0,0
25,3817.44,4050.26,4169.23,4357.44,4495.38,4618.97,4440,4375.38,4123.59,4441.03,4826.15,4455.38,4376.92,4571.28,1698,1688,7.697,0,0,0,0
26,3820.51,4055.38,4175.9,4354.36,4489.74,4611.79,4442.05,4387.18,4134.87,4443.59,4825.13,4457.95,4377.95,4580.51,1699,1689,7.704,0,0,0,0
27,3820,4054.36,4176.41,4351.79,4465.64,4614.36,4446.67,4397.44,4138.46,4452.82,4830.77,4462.05,4384.1,4584.62,1700,1689,7.713,0,0,0,0
28,3810.26,4048.72,4170.26,4348.72,4451.79,4628.21,4447.18,4392.31,4134.36,4449.23,4825.13,4452.82,4367.69,4569.23,1698,1691,7.721,0,0,0,0
29,3812.82,4048.72,4170.77,4350.26,4466.67,4626.15,4444.1,4385.13,4133.85,4441.54,4818.97,4448.21,4361.54,4565.64,1700,1691,7.728,0,0,0,0
30,3824.1,4050.77,4175.9,4349.23,4477.44,4619.49,4444.1,4389.23,4135.38,4446.67,4827.18,4458.97,4384.1,4581.54,1699,1692,7.735,0,0,0,0
31,3821.03,4046.15,4175.9,4346.67,4471.79,4626.15,4446.15,4397.95,4145.13,4460.51,4834.87,4464.62,4394.36,4584.1,1700,1693,7.743,0,0,0,0
32,3812.82,4038.46,4168.72,4349.23,4459.49,4642.05,4448.21,4400.51,4152.82,4463.08,4832.31,4459.49,4382.05,4572.31,1700,1692,7.751,0,0,0,0
33,3812.82,4036.92,4163.08,4350.77,4453.33,4651.28,4445.64,4391.28,4143.08,4449.23,4826.15,4454.36,4374.87,4566.15,1700,1693,7.76,0,0,0,0
34,3817.95,4045.13,4170.26,4350.77,4461.54,4637.44,4441.03,4383.08,4134.36,4450.77,4826.67,4455.9,4383.08,4573.33,1700,1693,7.768,0,0,0,0
35,3821.03,4051.79,4176.41,4350.77,4457.44,4618.46,4441.54,4391.28,4140.51,4464.62,4831.28,4465.64,4393.85,4583.08,1701,1692,7.775,0,0,0,0
36,3823.59,4051.79,4174.36,4351.79,4447.18,4615.9,4442.56,4400,4143.08,4462.56,4832.82,4469.74,4392.31,4580,1700,1691,7.783,0,0,0,0
37,3825.13,4051.79,4175.9,4354.87,4455.38,4622.56,4449.23,4402.56,4140,4456.41,4830.26,4462.05,4389.23,4572.31,1700,1692,7.791,0,0,0,0
38,3823.08,4047.18,4173.85,4353.33,4459.49,4620.51,4456.41,4402.56,4139.49,4456.41,4828.21,4456.92,4392.82,4569.23,1701,1690,7.8,0,0,0,0
39,3820,4040.51,4166.67,4347.69,4453.85,4615.38,4449.23,4390.77,4135.38,4449.23,4825.64,4456.92,4390.77,4562.56,1700,1691,7.807,0,0,0,0
40,3817.44,4044.62,4166.15,4346.67,4461.54,4618.46,4441.54,4380.51,4133.33,4442.56,4826.15,4457.44,4381.54,4554.87,1701,1690,7.815,0,0,0,0
41,3820,4050.26,4172.82,4351.28,4463.08,4622.05,4445.64,4386.15,4137.95,4447.69,4825.13,4460,4382.05,4556.92,1700,1691,7.822,0,0,0,0
42,3828.21,4051.28,4176.92,4355.38,4461.03,4612.82,4444.62,4386.15,4133.85,4445.64,4816.92,4460.51,4383.08,4562.56,1702,1692,7.83,0,0,0,0
43,3831.79,4055.38,4176.92,4351.28,4465.13,4601.03,4438.46,4378.97,4134.36,4439.49,4815.38,4465.64,4380,4564.1,1700,1690,7.839,0,0,0,0
44,3830.77,4058.97,4178.97,4348.21,4456.41,4603.59,4441.03,4388.72,4149.74,4447.18,4827.18,4475.9,4383.59,4571.28,1701,1691,7.846,0,0,0,0
45,3833.33,4058.46,4181.54,4355.38,4458.97,4611.28,4444.62,4403.08,4156.92,4458.97,4832.82,4479.49,4390.26,4577.44,1701,1690,7.854,0,0,0,0
46,3836.92,4058.97,4179.49,4356.41,4454.87,4621.54,4445.64,4404.62,4158.46,4463.59,4829.74,4478.46,4390.26,4574.36,1701,1691,7.861,0,0,0,0
47,3837.95,4059.49,4178.97,4349.74,4438.46,4627.18,4446.67,4402.56,4168.21,4462.05,4825.64,4477.95,4386.15,4575.9,1700,1690,7.869,0,0,0,0
48,3835.38,4060,4180.51,4349.74,4462.05,4609.74,4443.59,4403.59,4163.59,4459.49,4828.72,4480,4391.79,4583.08,1700,1691,7.877,0,0,0,0
49,3833.33,4060.51,4180,4352.82,4471.79,4602.05,4444.62,4402.05,4154.36,4460.51,4840,4488.72,4402.05,4582.05,1701,1690,7.885,0,0,0,0
50,3831.28,4058.46,4178.46,4350.26,4436.92,4617.95,4448.72,4400,4165.64,4462.56,4841.54,4489.74,4398.46,4571.79,1699,1692,7.895,0,0,0,0
51,3830.77,4059.49,4180,4350.26,4440.51,4613.85,4445.13,4398.46,4170.77,4463.08,4828.21,4478.97,4384.1,4570.26,1701,1690,7.902,0,0,0,0
52,3830.77,4058.97,4178.46,4351.79,4476.41,4600,4438.46,4393.33,4153.33,4460.51,4822.05,4472.31,4377.44,4570.77,1700,1691,7.908,0,0,0,0
